AKey,Name,Aliases,Affiliation,Country,Website
A459335,Jie Zhu 0007,,Microsoft,USA,https://publons.com/researcher/1806630/jie-zhu/
A459370,Maryam Karimzadehgan,,,,
A459445,Shuyang Lin,,,,
A459488,Vaibhav Rajan,,,,
A459607,Yadong Mu,,Peking University,China,http://www.muyadong.com/
A459645,Mashhuda Glencross,,,,
A459725,Benjamin Schiller,,,,
A459786,Yue Shang,,,,
A459823,David M. Eyers,,University of Otago,New Zealand,http://www.cs.otago.ac.nz/staff/David_Eyers
A459852,Christoph Kofler,,,,
A459918,Yu Lei,,,,
A460027,Quan Pham,,,,
A460052,Yu Shi,,,,
A460061,Truyen Tran 0001,Tran The Truyen,Deakin University,Australia,http://www.deakin.edu.au/about-deakin/people/truyen-tran
A460063,Bin Tan,,,,
A460252,Ankit Agrawal,,,,
A460285,Anastasios Zouzias,,,,
A460315,Thi Thanh Sang Nguyen,,,,
A460321,Christopher A. Wilkens,Chris Wilkens,,,
A460358,Zhichun Li,,,,
A460388,Jianfei Zhang,,,,
A460389,Shuang-Hong Yang,,,,
A460431,Niranjan Nayak,,,,
A460444,Robert F. Mills,Robert Mills 0001,Wright Patterson Air Force Base,USA,
A460474,Yu Suzuki,,,,
A460590,Yanfeng Wang,,,,
A460655,Madhushri Banerjee,,,,
A460677,Xing Tan,,,,
A460691,Jon Howell,,,,
A460776,Henning Mextorf,,,,
A460865,Francisco R. Villatoro,Francisco Román Villatoro,University of Málaga,Spain,http://www.lcc.uma.es/~villa/
A460880,Hao Zhang 0050,,Xidian University,China,
A460925,Jianhai Chen,,,,
A460946,Achim Rettinger,,University of Trier,Germany,https://www.uni-trier.de/index.php?id=69122
A460951,Justin Basilico,,,,
A461016,Ilkka Kivimäki,,,,
A461197,Miao Zhao,,,,https://orcid.org/0000-0002-4324-1467
A461205,Ye Li 0005,,East China Normal University,China,
A461219,Jianting Zhang,,,,
A461280,James Powers,,,,
A461293,Yanming Nie,,,,
A461305,Orion Hodson,,,,https://scholar.google.com/citations?user=QY51AoYAAAAJ
A461315,Sascha Szott,,,,
A461328,Hao Zhang,,,,
A461388,Aiqun Hu,,,,
A461404,Zaobin Gan,,,,
A461479,Juan-Carlos Gomez 0001,,University of Guanajuato,Mexico,http://jcgcarranza.wixsite.com/juancarlosgomez
A461507,Esperanza Manso Martínez,,,,
A461520,Yu Kong,,,,
A461656,Abel Gómez,,,,https://orcid.org/0000-0003-1344-8472
A461666,Somayeh Khatiban,,,,
A461675,Karla Saur,,,,
A461695,Seán O'Riain,,,,
A461703,David E. Pritchard,,,,
A461746,Bernhard O. Palsson,Bernhard Ò. Palsson,UC,USA,https://scholar.google.com/citations?user=lhS3Su4AAAAJ
A461796,Changhoon Kim,,,,
A461859,Adam Waksman,,,,
A461912,Faisal Nawab,,,,
A461993,Richard Vock,,,,
A462014,Jannis Hermanns,,,,
A462097,Tian Guo 0002,,EPFL,Switzerland,
A462167,Rahul Garg,,,,
A462303,Tatiana von Landesberger,Tatiana Landesberger von Antburg:Tatiana Tekusová,,,http://www.gris.tu-darmstadt.de/~ttekusov/
A462353,Alexander A. Stepanov,,,,
A462597,Tian Guo 0001,,Worcester Polytechnic Institute,USA,https://web.cs.wpi.edu/~tian/
A462599,Ermyas Abebe,,,,
A462630,Dongjoon Hyun,,,,
A462661,Lynne Baillie,,,,https://www.hw.ac.uk/staff/uk/macs/lynne-baillie.htm
A462732,Anastasia Braginsky,,,,
A462744,Christian Stahl,,,,
A462850,Robert Morton,,,,
A462878,Tianbing Xu,,,,
A462904,Megan Wachs,Megan A. Wachs,,,
A462918,Fang Li 0003,,Central China Normal University,China,
A462986,Semih Salihoglu,,,,
A463149,Felix Beier,,,,
A463150,Yahui Sun,,,,
A463190,Anders Møller,,Aarhus University,Denmark,http://www.cs.au.dk/~amoeller/
A463253,Luis Fernández-Luque,,,,https://scholar.google.com/citations?user=N9Pdr2IAAAAJ
A463398,Hong Yu,,,,
A463461,Rui Ding,,,,
A463518,Yingchao Zhao,,,,
A463621,Huan-Bo Luan,Huanbo Luan,,,
A463672,Christian Theobalt,,Max Planck Institute for Informatics,Germany,http://www.mpi-inf.mpg.de/~theobalt/
A463720,Vasileios Lampos,,,,https://orcid.org/0000-0001-8555-2063
A463750,Aditya Mone,,,,
A463768,Muhammad Aamir Cheema,,Monash University,Australia,http://www.aamircheema.com/
A463947,Jiayang Liu,,,,
A463953,Thomas Gottron,,,,
A463964,Z. John Zhang,,,,
A464009,Vishnu Naresh Boddeti,Vishnu Boddeti,,,
A464010,Shuguang Zhu,,,,
A464017,Matthew Swinarski,,,,
A464040,Pushpendra Singh 0001,,Indraprastha Institute of Information Technology Delhi,India,https://www.pushpendrasingh.org/
A464090,Fan Guo,,,,
A464091,Özgü Alay,Ozgu Alay,,,
A464140,Balan Sethu Raman,,,,
A464146,Jorge Poco,,,,https://orcid.org/0000-0001-9096-6287
A464175,Yao Yue,,,,
A464246,Gerardo Gonzalez,,,,
A464341,Debing Liu,,,,
A464395,Leandro L. Minku,,University of Birmingham,United Kingdom,http://www.cs.bham.ac.uk/~minkull/
A464724,Xiaonan Guo,,,,
A464737,Shenghui Li,,,,
A464800,David Stillwell,David J. Stillwell,,,
A464868,Domonkos Tikk,,Gravity R&D,Hungary,http://www.yusp.com/company/
A465067,Mengxiao Zhu,,,,
A465138,Denis Shaposhnikov,,,,
A465380,Ayelet Blanc,,,,
A465435,Byeongrak Seo,,,,
A465527,Seonghyeon Lee,,,,
A465612,Bingkun Wei,,,,
A465673,Ruihong Qiu,,,,
A465724,Liz O'Sullivan,,,,
A465866,Sam Duddy,,,,
A465901,Jinjie Gu,,,,
A466035,Jeffrey Gee,,,,
A466208,Timothy van Bremen,,,,
A466548,Wangrong Cheng,,,,
A466600,Zineng Tang,,,,
A466682,Shen Xin,,,,
A466833,Jon Buch-Lorentsen,,,,
A466941,Aibo Guo,,,,
A467030,Vinay M. S.,,,,
A467035,Eliran Abutbul,,,,
A467207,Neetai Eshel,,,,
A467290,John Farserotu,,,,
A467404,Qiangxing Tian,,,,
A467482,M. Ashraf Siddiquee,,,,
A467496,Weihan Tan,,,,
A467554,SeongKu Kang,,,,
A467573,Victor Hugo Andrade Soares,,,,
A467638,Xutian Tao,,,,
A467663,Mengquan Liu,,,,
A468167,Jinyang Wang,,,,
A468290,Tri Minh Quach,,,,
A468297,An Zhuo,,,,
A468405,Yuchun Lai,,,,
A468459,Chenhao Ma,,,,
A468688,Qingqing Long,,,,
A468871,Yiying Chen,,,,
A468944,Konstantin Hemker,,,,
A469022,Kunyoung Park,,,,
A469129,Youlin Li,,,,
A469141,Shangchen Du,,,,
A469191,Mingxun Zhou,,,,
A469221,Kecheng Xiao,,,,
A469427,Weibo Gao,,,,
A469567,Qiao Liao,,,,
A469568,Nils Strelow,,,,
A469578,Liangzhu Ge,,,,
A469812,Zhewen Duan,,,,
A469845,Sili Li,,,,
A469925,Maxi Fischer,,,,
A470394,Ömer Gözüaçik,,,,
A470484,Siteng Huang,,,,
A470547,Chenkai Sun,,,,
A470718,Hojung Choe,,,,
A470817,Eunju Jo,,,,
A470848,Fernando A. Musso,,,,
A470873,Qi Bao,,,,
A471094,Zaifan Jiang,,,,
A471186,Ali Mahmoudzadeh,,,,
A471204,Yunjie Wang,,,,
A471219,Prasad Pradip Joshi,,,,
A471434,Noy Cohen-Shapira,,,,
A471461,Sunil Kumar Maurya,,,,
A471576,Qianhong Lin,,,,
A471625,Alex Zlotnik,,,,
A471688,Seungmoon Lee,,,,
A471758,Acan Gui,,,,
A471839,Ana Lavalle,,,,
A471910,Syed Shafat Ali,,,,
A472277,Kibin Park,,,,
A472337,Pei-Xun Wang,,,,
A472384,Chunpu Xu,,,,
A472391,Bihan Sen,,,,
A472600,Wen-Qian Chen,,,,
A472640,Zeinab Akhavan,,,,
A472777,Ahmad Farag,,,,
A472791,Francis Ka-Leung Chan,,,,
A472823,Christine Schrüffer,,,,
A472872,Felix Merz,,,,
A473275,Dezhi Ye,,,,
A473311,Yongjnu Li,,,,
A473462,Vladislav Tcheprasov,,,,
A473523,Cinthya Flório,,,,
A473631,Gang Chun,,,,
A473638,Syed Afzal Murtaza Rizvi,,,,
A473667,Ziyi Jin,,,,
A473702,Yushun Dong,,,,
A473734,Chenguang Fang,,,,
A473913,Zeting Hu,,,,
A473939,Aouatef Mahani,,,,
A474006,Yiying Yang,,,,
A474008,Xinxing Yu,,,,
A474063,Jui-Yang Hsia,,,,
A474200,Wan Shen Lim,,,,
A474297,Zehan Chao,,,,
A474417,Jiaojian Kang,,,,
A474585,Jiaxin Ren,,,,
A474616,Diandian Gu,,,,
A474662,Hari Cheruvu,,,,
A474756,Lei Dou,,,,
A474894,Alessandro Epasto,,,,
A474982,Yi Cai,,,,
A475006,Bo Liu 0002,,Guangdong University of Technology,China,
A475008,Chris Pearce,,,,
A475036,Jun Ho Huh,,,,
A475065,Cong Yu 0001,,Google,USA,http://sites.google.com/site/congyu/home
A475124,David Dominguez-Sal,David Domínguez-Sal,,,
A475206,Jinpeng Huai,,,,
A475244,Herbert Jordan,,,,
A475287,Robin D. Burke,Robin Burke,,,
A475317,Joris Claessens,,,,
A475410,Manuel Lama,Manuel Lama Penín,University of Santiago de Compostela,Spain,https://citius.usc.es/equipo/persoal-adscrito/manuel-lama-penin
A475452,Jingjing Gu,,,,
A475456,Lianhua Chi,,,,
A475483,Brian Y. Lim,,,,https://orcid.org/0000-0002-0543-2414
A475526,Osman Yasar,,,,
A475540,Li Wang,,,,
A475571,Zhiyuan Cheng 0002,Derek Zhiyuan Cheng,Google,USA,
A475600,Laurent Massoulié,,,,
A475601,Aleksandras Surna,,,,
A475630,Jianzhang He,,,,
A475671,Yiming Ma,,,,
A475676,Li Ding,,,,
A475733,Adam Lee,,,,
A475758,Gemma Roig,,MIT,USA,http://web.mit.edu/gemmar/www/
A475831,Yun Cheng,,,,
A475868,Pengfei Zhang,,,,
A475908,Hongliang Fei,,,,
A475937,Pasquale Minervini,,,,
A475948,Bo Liu 0010,,NEC,Japan,
A475976,Galen C. Hunt,,,,
A476043,Narayanan Chatapuram Krishnan,Narayanan C. Krishnan,IIT Ropar,India,http://cse.iitrpr.ac.in/ckn/people.html
A476050,Jichao Sun,,,,
A476091,Dongbo Dai,,,,
A476195,Xinyu Zhang 0003,,UC San Diego,USA,http://xyzhang.ucsd.edu/
A476239,Afsin Akdogan,,,,
A476278,Liu Zheng,,,,
A476375,Emmanuel Cecchet,,,,
A476478,Qi Yu,,,,
A476479,Brian Goetz,,,,
A476521,Xiang Ying,,,,
A476534,Javier García 0005,Francisco Javier García-Polo,University of Santiago de Compostela,Spain,https://orcid.org/0000-0002-5638-5240
A476544,Jiaming Qiu,,,,
A476657,Antonio Pescapè,,University of Naples Federico II,Italy,http://wpage.unina.it/pescape/
A476669,Ping Fan,,,,
A476706,Ricardo Rodrigues Ciferri,,,,
A476748,Hao Ye,,,,
A476917,Marina Tropmann-Frick,Marina Tropmann,,,
A476970,Oren Barkan,,,,
A476997,Yang Yan,,,,
A477008,Ling Feng,,,,
A477121,Andrew Pavlo,Andy Pavlo,Carnegie Mellon University,USA,http://www.cs.cmu.edu/~pavlo/
A477174,Zheng Han,,,,
A477197,Aditya Ramesh,,,,
A477221,Vuk Ercegovac,,,,
A477262,Prithviraj Sen,,,,
A477388,Qingyan Yang,,,,
A477395,Qi Yu 0001,,Rochester Institute of Technology,USA,http://www.ist.rit.edu/~qyu
A477401,Hossein Maserrat,,,,
A477409,Antoine Fraboulet,,,,
A477439,Andrea Ballatore,,,,
A477601,Yangyang Zhang,,,,
A477604,Jin Hyeong Park,,,,
A477782,Bo Liu 0004,,Southeast University,China,https://orcid.org/0000-0001-5209-9063
A477787,Chris North,Christopher L. North,,,
A477855,Jun Huan,Luke Huan,,,
A477884,Vladislav Ryzhikov,,,,
A477925,Max Plauth,,,,https://orcid.org/0000-0001-7764-3336
A477928,Jia Wang 0001,,AT&T,USA,
A478000,Kaushik Dutta,,,,
A478022,René van der Wal,,,,
A478047,Steffen Friedrich,,Dresden University of Technology,Germany,http://dil.inf.tu-dresden.de/sf2/sf2/sf2.jsp
A478075,Yuqing Sun,,,,
A478083,Dang Duc Pham,,,,
A478095,Craig Willis,,,,
A478214,Felix B. Tan,,,,
A478352,Xiaofei Zhou,,,,
A478449,Edgar Meij,,Bloomberg,USA,http://edgar.meij.pro/
A478453,Hideya Iwasaki,,,,
A478464,Giovanna Vantini,,,,
A478502,Toru Ogawa,,,,
A478679,Cheng Long,,,,
A478751,Deyi Li,,,,
A478766,Ayush Dubey,,,,
A478829,Tianyu Wo,,,,
A478846,Johannes Ruhland,,,,
A478860,Nils Ulltveit-Moe,,,,
A478920,José Francisco Aldana Montes,,University of Malaga,Spain,https://orcid.org/0000-0002-2673-9474
A478923,Yuan Deng,,,,
A478929,Benjamin E. Teitler,,,,
A478955,Jonathan R. Wolpaw,,,,
A478956,Anitha Kannan,,,,
A478997,Der-Chiang Li,Der-Chang Li,,,https://orcid.org/0000-0002-0887-1308
A479007,Vladimir Krylov,,,,
A479036,Tommaso Di Noia,,Polytechnic University of Bari,Italy,http://sisinflab.poliba.it/dinoia/
A479127,Christian Sorg,,,,
A479268,Tania Roblot,Tania K. Roblot:Tania Katell Roblot,University of Auckland,New Zealand,https://www.cs.auckland.ac.nz/people/tania-roblot
A479305,Son Nguyen,,,,
A479605,Yongli Ren,,,,https://scholar.google.com/citations?user=ZZl7bW8AAAAJ
A479615,Hanghang Tong,,Arizona State University,USA,http://tonghanghang.org/
A479625,Bogomil Kovachev,,,,
A479630,Bo Liu,,,,
A479661,Tibério S. Caetano,,Australian National University,Australia,http://www.tiberiocaetano.com/
A479712,Satu Elisa Schaeffer,,,,http://elisa.dyndns-web.com/
A479740,Xiaoyu Wang,Derek Xiaoyu Wang,,,
A479743,Lizhen Qu,,,,
A479870,Houping Jia,,,,
A479960,Wilhelmiina Hämäläinen,,,,http://www.cs.joensuu.fi/~whamalai/
A479977,Gavin Smith,,,,
A480065,Ivan T. Bowman,,,,
A480127,Jinhui Yuan,,,,
A480255,Petros Venetis,,,,
A480307,Greg J. Badros,,,,
A480458,Dennis Abts,,,,
A480577,Andrew Wang 0002,,UC Berkeley,USA,
A480674,Hasso Plattner,,Hasso Plattner Institute,Germany,https://epic.hpi.uni-potsdam.de/Home/HassoPlattner
A480744,Yu-Ting Li,,,,
A480823,Damon McCoy,,New York University,USA,http://damonmccoy.com/
A480892,Chun-An Chen,,,,
A480960,Yulin Qin,,,,
A480962,Uri Laserson,,,,
A481007,Yiwei Song,,,,
A481108,Sanghoon Lee,Sang-Hoon Lee,,,
A481118,Tuan M. V. Le,,,,
A481156,Sung Kyu Lim,,Georgia Institute of Technology,USA,http://users.ece.gatech.edu/limsk/
A481194,John Feo,,,,http://www.pnnl.gov/science/staff/staff_info.asp?staff_num=7284
A481195,Heon Young Yeom,Heon Y. Yeom,,,
A481245,Jiyong Jang,,,,
A481268,Daniel Sheldon,Daniel R. Sheldon,University of Massachusetts Amherst,USA,https://people.cs.umass.edu/~sheldon/
A481455,Zhenyu Lu,,,,
A481470,Nikos Armenatzoglou,,,,
A481550,Shiqi Wu,,,,
A481556,Ole J. Mengshoel,,,,
A481615,Mayur Thakur,,,,
A481714,Siddhartha Sen 0001,,Microsoft,USA,http://sidsen.org/
A481756,Erica Briscoe,Erica J. Briscoe,,,
A481776,Xiaofang Wang,,,,
A481885,Shawn Bowers,,,,
A481927,Ronald T. Fernández,,,,
A481971,David Baelde,,,,
A481977,Gottfried Schwarz,,,,
A482042,Juan M. Alberola,Juan Miguel Alberola,,,https://orcid.org/0000-0002-5486-5638
A482069,Hossam Faris,,,,
A482170,Wooram Heo,,,,
A482305,Haralambos Mouratidis,Haris Mouratidis,University of Brighton,United Kingdom,https://orcid.org/0000-0002-2599-0712
A482352,Kemal Leblebicioglu,,,,
A482432,Cheng Soon Ong,,,,
A482461,Xu-Yao Zhang,,,,
A482462,Luanne Freund,,,,https://orcid.org/0000-0001-9063-5699
A482471,Michiharu Kudo,,,,
A482475,Wei Tang,,,,
A482498,Bo Liu 0015,,Hong Kong University of Science and Technology,Hong Kong,https://orcid.org/0000-0001-9633-1485
A482501,Fredrik D. Johansson,Fredrik Johansson 0002,Chalmers University of Technology,Sweden,http://www.cse.chalmers.se/~frejohk/
A482685,Abhirup Chakraborty,,,,
A482691,Zhaochun Ren,,JD.com,China,https://cn.linkedin.com/in/zhaochun-ren-21870b6b
A482713,Peter Forbes,,,,
A482730,Paul R. Willems,,,,
A482736,Eytan Bakshy,,,,
A482789,Vivian Chu,,,,
A482924,Sasi K. Pitchaimalai,,,,
A482933,Georg Fuchs,,,,
A483124,Chang Li,,,,
A483241,Ashok Chandrashekar,,,,
A483302,Ehab Abdelhamid,,,,
A483396,Marco Schorlemmer,W. Marco Schorlemmer,Spanish National Research Council,Spain,http://www.iiia.csic.es/~marco/
A483421,Adam H. Leventhal,,,,
A483489,Alejandro A. Vaisman,,,,
A483492,Mahesh Girkar,,,,
A483556,Jitendra Malik,,UC,USA,http://www.cs.berkeley.edu/~malik/
A483558,Behzad Golshan,,,,
A483567,Ken Chu,,,,
A483589,Michael C. Bailey,,,,
A483600,Xiaohui Tao,,The University of Southern Queensland,Australia,https://tao-xiaohui.com/Home.html
A483763,Zhiyuan Cheng 0001,,Texas A&M University,USA,
A483792,Corey W. Arnold,,,,https://scholar.google.com/citations?user=ghhboLQAAAAJ
A483889,Nick W. Heap,,,,
A483899,Wen Zheng,,,,
A483905,Seyed Mohammad Taghi Rouhani Rankoohi,,,,
A483910,José Granjo,,,,
A483985,G. S. Tomar,Geetam S. Tomar:Geetam Singh Tomar,,,
A484000,Rajani S. Sadasivam,,,,
A484041,Jia Wang,,,,
A484068,Martin Campbell-Kelly,,University of Warwick,United Kingdom,https://en.wikipedia.org/wiki/Martin_Campbell-Kelly
A484093,Xinyu Zhang,Xin-yu Zhang:Xin-Yu Zhang,,,
A484118,Luis Palacios,,,,
A484154,Yailé Caballero Mota,Yaile Caballero,,,https://orcid.org/0000-0002-6725-5812
A484175,Ghassan Beydoun,Ghassan Beydon,University of Technology Sydney,Australia,https://www.uts.edu.au/staff/ghassan.beydoun
A484193,Noor Akhmad Setiawan,,,,
A484268,Rolf Waeber,,,,
A484343,Minjia Zhang,,,,
A484387,Francisco M. Couto,,,,
A484402,Choon Hui Teo,,,,
A484412,Iain A. Matthews,,Disney,USA,http://www.iainm.com
A484614,Fabian Kneißl,,,,
A484699,Yinglong Ma,,,,
A484706,Adish Singla,,,,
A484798,Tony Nowatzki,,,,
A484808,Kee Siong Ng,,Australian National University,Australia,http://users.rsise.anu.edu.au/~kee/
A484813,Ernestina Menasalvas Ruiz,Ernestina Menasalva Ruiz:Ernestina Menasalvas,Universidad Politécnica de Madrid,Spain,https://scholar.google.com/citations?user=CVyVk2UAAAAJ
A484817,James Cook,,,,
A484848,Masahiro Kuroda,,,,
A484856,Honglak Lee,,University of Michigan,USA,https://web.eecs.umich.edu/~honglak/
A484874,Markus Anwander,,,,
A484921,Zhenyu Li 0001,,Chinese Academy of Sciences,China,https://orcid.org/0000-0002-9959-1124
A485154,Anuj R. Jaiswal,,,,
A485279,Manoj Kumar Chinnakotla,,,,
A485434,Xirong Li,,,,
A485449,Jared Sylvester,,,,
A485457,Louise A. Dennis,Louise Abigail Dennis,,,https://orcid.org/0000-0003-1426-1896
A485575,Young-Kyoon Suh,,Korea Institute of Science and Technology Information,South Korea,https://www2.cs.arizona.edu/~yksuh/
A485652,Li Wang 0033,,University of Illinois at Chicago,USA,https://orcid.org/0000-0003-2658-4262
A485692,Sean Whalen,,,,http://www.node99.org/
A485776,Leto Peel,,,,
A487972,Raghavan Krishnan,,,,
A488164,Saedeh Tahery,,,,
A489985,Tin Hua,,,,
A491887,Sourav Dutta,,,,
A491940,Gang Luo,,,,
A494499,Corinna Doolan,,,,
A495338,Fangzhou Shi,,,,
A495889,Franka Bause,,,,
A495930,Alexander Bondarenko,,,,
A495938,Haihong Tang,,,,
A496108,Ming-Sheng Quah,,,,
A496254,Manash Pratim Barman,,,,
A496450,Ivan S. Paskov,,,,
A496762,Caitlin Curtis,,,,
A496803,Shane Joachim,,,,
A496804,Renny Márquez,,,,
A496923,Ben Collins,,,,
A497208,Martin Josifoski,,,,
A497232,Jay Dunkelberger,,,,
A497257,Dongwei Xiang,,,,
A497280,Corey Jenkins,,,,
A497415,Alisa Smirnova,,,,
A497603,Tianshuo Zhou,,,,
A497647,Renato Ferreira,,,,
A497686,Canwen Xu,,,,
A497744,Shibani Sanan,,,,
A497897,Jianhui Ji,,,,
A498192,Randell Cotta,,,,
A498478,Chatchawan Kotarasu,,,,
A498734,Adam Henderson,,,,
A499252,Tilemachos Pechlivanoglou,,,,
A499304,Avni Gulati,,,,
A499328,Zhengxiao Du,,,,
A499333,Shaojian He,,,,
A499372,Jae Hee Lee 0003,,Australian National University,Australia,
A499382,Noha Loizon,,,,
A499406,Yunzhuang Shen,,,,
A499489,Xuansong Xie,,,,
A499621,Stefan Tsvetkov,,,,
A499853,Baocheng Li,,,,
A499899,Hongyan Bao,,,,
A499929,James Neve,,,,
A500334,Ori Bar El,,,,
A500576,Taihua Shao,,,,
A500749,Yanming Fang,,,,
A500846,Sam Burke,,,,
A501137,Xianqi Chu,,,,
A501971,Jason Liew,,,,
A502216,Fozia Noor,,,,
A502271,Nianqiao Ju,,,,
A502283,Weihao Han,,,,
A502351,Yizhi Mao,,,,
A502364,Konstantinos Giannousis,,,,
A502707,Drew Dunne,,,,
A502868,Ilya Shenbin,,,,
A503543,Yassine Ramdane,,,,
A503665,Michal Siedlaczek,,,,
A503888,Bhanu Chunduri,,,,
A504055,Zhihao Bai,,,,
A504191,Paige Maas,,,,
A504239,Dugang Liu,,,,
A504279,Shanu Kumar,,,,
A504284,Ye Tu,,,,
A504329,Alec Grieser,,,,
A504360,Kaize Ding,,,,
A504451,Xi Sheryl Zhang,,,,
A504682,Jonathan Ephrath,,,,
A505235,Jessica Yuet-Ling Ching,Ching Ling Jessica Yuet,,,
A505286,Uthsav Chitra,,,,
A505499,Maureen Daum,,,,
A505691,Weiting An,,,,
A505743,Jirong Wen,,,,
A505838,Junjay Tan,,,,
A505925,Juseong Yun,,,,
A505989,Franco Solleza,,,,
A505993,Xiaoru Qu,,,,
A506079,Shuokai Li,,,,
A506372,Mojtaba Tahani,,,,
A506402,Junye Yang,,,,
A506712,Srinivasa Raghavendra Bhuvan Gummidi,,,,
A506775,Jayavardhan Reddy Peddamail,,,,
A507042,Yuchi Xu,,,,
A507115,Ki Hyun Tae,,,,
A507163,Linjun Shou,,,,
A507220,Sundoo Kim,,,,
A507344,Qianrui Zhang,,,,
A507624,Rebecca Garrett,,,,
A509143,Thorkil Naur,,,,
A509759,Duilio Balsamo,,,,
A509768,Jiehuan Luo,,,,
A510071,Viktoria Stenkova,,,,
A510099,Zixin Ye,,,,
A510132,Aaron Huber,,,,
A510543,Qingxiong Tan,,,,
A510581,Ryan Carrier,,,,
A510627,Shuyuan Xu,,,,
A511045,Haoda Li,,,,
A511199,Leroy Lim Hong Quan,,,,
A511316,Huimeng Wang,,,,
A511476,Xuming Pan,,,,
A511549,Xiancheng Xie,,,,
A511576,Joshua McGrath,,,,
A511986,Yingzhi Chen,,,,
A512235,Dustin Zelle,,,,
A512238,Taofeng Xue,,,,
A512791,Mengsu Ding,,,,
A513754,Xianli Zhang,,,,
A513849,Boerge Svingen,,,,
A513914,Tiago Simas,,,,https://orcid.org/0000-0002-3133-1537
A513951,Tobias Baumgartner 0001,,University of Braunschweig,Germany,http://www.ibr.cs.tu-bs.de/users/tbaum/?lang=en
A514026,Amanda Stent,Amanda J. Stent,,,
A514058,Yun Zhou 0004,,National University of Defense Technology,China,https://orcid.org/0000-0002-5360-2393
A514149,Youssef Amghar,,,,
A514158,Bin Xu,,,,
A514202,Yimin Liu,,,,
A514214,Venkataraman Ramesh,Ramesh Venkataraman,Kelley School of Business,USA,http://kelley.iu.edu/ODT/Faculty/page11362.cfm?ID=8652
A514246,John P. Thompson,,,,
A514302,Wai Gen Yee,,,,
A514370,Fusheng Wang 0001,,Stony Brook University,USA,http://fushengwang.net/
A514395,Ke Wu,,,,
A514455,Salvatore Raunich,,,,
A514514,Minghai Liu,,,,
A514622,Sujatha Muthulingam,,,,
A514671,Yanan Cai,,,,
A514697,Wei Pan,,,,
A514706,Yefeng Liu,,,,
A514729,Hongmei Chen,,,,
A514798,Eran Rom,,,,
A514881,Homin K. Lee,,,,
A514905,Wei-Jyun Huang,,,,
A514974,David H. Reiley,,,,
A515011,Greg Durrett,,,,
A515082,Ji Fang,,,,
A515083,Christina Delimitrou,,,,
A515135,Alan Wood,,,,
A515167,Viktor Vafeiadis,,Max Planck Institute for Software Systems,Germany,http://www.mpi-sws.org/~viktor/
A515207,Yasin Oge,,,,
A515246,Hau-San Wong,,,,https://orcid.org/0000-0002-1530-7529
A515281,Praveen Chandar,,,,
A515331,Gabriel Murray,,,,
A515374,Kyle Kelley,,,,https://awards.acm.org/award_winners/kelley_3809205
A515377,Rohit Goyal,,,,
A515425,Louis Woods,,,,
A515486,Ming-Wei Chang,,,,
A515524,Maximilian Röglinger,Maximilian Roeglinger,University of Bayreuth,Germany,https://www.wpm.uni-bayreuth.de/de/team/maximilian-roeglinger/index.php
A515546,Vilém Vychodil,,,,http://vychodil.inf.upol.cz/
A515549,M-Dyaa Albakour,Dyaa Albakour,University of Glasgow,United Kingdom,http://www.dcs.gla.ac.uk/~dyaa/
A515617,Bogdan Ghit,Bogdan Ionut Ghit,Databricks,The Netherlands,https://bogdanghit.github.io/
A515622,Zhao Cao,,,,
A515628,Troy Raeder,,,,
A515688,Xiaoyi Fan,,,,
A515723,Huiming Qu,,,,
A515754,Hengchang Liu,,,,
A515862,Zheng Zhong,,,,
A515910,Lu Chen 0001,,Aalborg University,Denmark,http://people.cs.aau.dk/~luchen/
A515920,Marc Sánchez Artigas,,,,
A515966,Mainak Ghosh,,,,
A515976,Andy Gill,,,,
A515992,Jouni Sarvanko,,,,
A516119,Changsheng Li,,,,
A516145,Daniela Godoy,,,,
A516276,Bin Xu 0005,,Zhejiang University,China,
A516306,Maria P. Grineva,,,,http://mint.typepad.com/
A516391,Alexandru Moga,,,,
A516393,Hugo A. López,,,,https://orcid.org/0000-0001-5162-7936
A516448,Xiaogang Ma 0001,Marshall Ma,University of Idaho,USA,https://webpages.uidaho.edu/max/
A516471,Ilya Markov,,,,
A516473,Steffen Reithermann,,,,
A516528,Lixin Gao 0001,,University of Massachusetts,USA,
A516548,Heinrich Matzinger,Heinrich F. Matzinger,,,https://www.genealogy.math.ndsu.nodak.edu/id.php?id=30593
A516675,Dong-Ho Lee,,,,
A516695,Sebastian García Galán,,,,
